,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement
414,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Aug 21st, 2017",SR3L8,1900 MHz,up to 4.2 GHz,100 MHz,19.0x,No,15 W,Kaby Lake-R,Core i7,DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Intel BGA 1090,Intel,14 nm,,93 mm²,FC-BGA1090,105°C,Mobile,End-of-life,"Dec 11th, 2017",SR3S3,1500 MHz,up to 2.8 GHz,100 MHz,15.0x,No,10 W,Gemini Lake,Pentium,DDR4,,2400 MT/s,Dual-channel,No,"Gen 2, 6 Lanes",4,4,1,UHD Graphics 605,56 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,$161,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Intel BGA 1090,Intel,14 nm,,93 mm²,FC-BGA15F,105°C,Mobile,End-of-life,"Dec 11th, 2017",SR3RZ,1100 MHz,up to 2.7 GHz,100 MHz,11.0x,No,6 W,Gemini Lake,Pentium,DDR4,,2400 MT/s,Dual-channel,No,"Gen 2, 6 Lanes",4,4,1,UHD Graphics 605,56 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,$161,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8 W,,,,,,,
417,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"May 31st, 2016",AM9210AVY23AC,2000 MHz,up to 2.8 GHz,100 MHz,20.0x,No,10 W,Stoney Ridge,A6,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4 2CU,160 KB,1 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,AMD Socket FP4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"May 31st, 2016",AM9210AVY23AC,2.4 GHz,up to 2.8 GHz,100 MHz,24.0x,No,15 W,Stoney Ridge,A6,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,,Mobile,End-of-life,"May 31st, 2016",AM9400AKN23AC,2.4 GHz,up to 3.2 GHz,100 MHz,24.0x,No,10 W,Stoney Ridge,A9,DDR4,,2133 MT/s,,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5 3CU,160 KB,1 MB (shared),,,,,15 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,AMD Socket FP4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"May 31st, 2016",AM9410AFY23AC,2.9 GHz,up to 3.5 GHz,100 MHz,29.0x,No,15 W,Stoney Ridge,A9,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5,160 KB,1 MB (shared),,,,,10-25 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"May 31st, 2016",AM9420AYN23AC,3 GHz,up to 3.6 GHz,100 MHz,30.0x,No,15 W,Stoney Ridge,A9,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"May 31st, 2016",AM942EANN23AC,1800 MHz,up to 2.7 GHz,100 MHz,18.0x,No,6 W,Stoney Ridge,A9,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,"May 31st, 2016",AM9425AYN23AC,3.1 GHz,up to 3.7 GHz,100 MHz,31.0x,No,15 W,Stoney Ridge,A9,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,AMD Socket FT4,GlobalFoundries,28 nm,,,BGA,,Mobile,Active,"May 31st, 2016",AD9430AJN23AC,3.1 GHz,up to 3.7 GHz,100 MHz,31.0x,No,25 W,Stoney Ridge,A9,DDR4,,2400 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R5,160 KB,1 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,AMD Socket FP4,GlobalFoundries,28 nm,"3,100 million",250 mm²,FC-BGA,90°C,Mobile,End-of-life,"May 31st, 2016",FM980PADY44AB,2.7 GHz,up to 3.6 GHz,100 MHz,27.0x,No,15 W,Bristol Ridge,FX,DDR4,,1866 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,4,1,Radeon R7 8CU,320 KB,1 MB (per module),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,AMD Socket FP4,GlobalFoundries,28 nm,"3,100 million",250 mm²,FC-BGA,90°C,Mobile,End-of-life,"May 31st, 2016",FM983PAEY44AB,3 GHz,up to 3.7 GHz,100 MHz,30.0x,No,35 W,Bristol Ridge,FX,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,4,1,Radeon R7 8CU,320 KB,1 MB (per module),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,AMD Socket FP4,GlobalFoundries,28 nm,,,FC-BGA,90°C,Mobile,End-of-life,"Feb 23rd, 2016",GE215JAWY23AC,1500 MHz,up to 2000 MHz,100 MHz,15.0x,No,6 W,Prairie Falcon,G-Series,DDR3,,2133 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R2E 2CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,AMD Socket FP4,GlobalFoundries,28 nm,"3,100 million",250 mm²,FC-BGA,90°C,Mobile,End-of-life,"Feb 23rd, 2016",GE217GAAY23KA,1700 MHz,up to 2000 MHz,100 MHz,17.0x,No,15 W,Brown Falcon,G-Series,DDR3,,2133 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R6E 4CU,160 KB,1 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,AMD Socket FP4,GlobalFoundries,28 nm,,,FC-BGA,90°C,Mobile,End-of-life,"Feb 23rd, 2016",GE224IAVY23AC,2.4 GHz,up to 2.8 GHz,100 MHz,24.0x,No,10 W,Prairie Falcon,G-Series,DDR3,,2133 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4E 3CU,160 KB,1 MB (shared),,,,,15 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,AMD Socket FP4,GlobalFoundries,28 nm,,,FC-BGA,90°C,Mobile,End-of-life,"Feb 23rd, 2016",GE217GAAY23KA,2000 MHz,up to 2.2 GHz,100 MHz,20.0x,No,15 W,Brown Falcon,G-Series,DDR4,,1866 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,4,1,Radeon R7E 6CU,320 KB,1 MB (per module),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Intel BGA 1440,Intel,14 nm,"2,300 million",171 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 24th, 2016",SR2QZ,2.3 GHz,up to 3.2 GHz,100 MHz,23.0x,No,45 W,Skylake-H,Core i5,"DDR3, DDR4",,2133 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,4,1,Intel Iris Pro 580,64 KB (per core),256 KB (per core),6 MB (shared),,,,35 W,,,,,,,,,,,$306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Intel BGA 1440,Intel,14 nm,"2,300 million",171 mm²,FC-BGA14F,100°C,Server/Workstation,End-of-life,"Jan 24th, 2016",SR2QT,2.8 GHz,up to 3.7 GHz,100 MHz,28.0x,No,45 W,Skylake-H,Xeon E3,"DDR3, DDR4",,2133 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",4,8,1,Iris Pro Graphics P580,64 KB (per core),256 KB (per core),8 MB (shared),,,,35 W,,,,,,,,,,,$489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 nm,84 mm²,128 MB (shared),,,,,,,,,
433,Intel BGA 1440,Intel,14 nm,"2,300 million",171 mm²,FC-BGA14F,100°C,Server/Workstation,End-of-life,"Jan 24th, 2016",SR2QU,2.9 GHz,up to 3.8 GHz,100 MHz,29.0x,No,45 W,Skylake-H,Xeon E3,"DDR3, DDR4",,2133 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",4,8,1,Iris Pro Graphics P580,64 KB (per core),256 KB (per core),8 MB (shared),,,,35 W,,,,,,,,,,,$679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 nm,84 mm²,128 MB (shared),,,,,,,,,
434,Intel BGA 1440,Intel,14 nm,"2,300 million",171 mm²,FC-BGA14F,100°C,Server/Workstation,End-of-life,"Jan 24th, 2016",SR2QV,3 GHz,up to 3.9 GHz,100 MHz,30.0x,No,45 W,Skylake-H,Xeon E3,"DDR3, DDR4",,2133 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",4,8,1,Iris Pro Graphics P580,64 KB (per core),256 KB (per core),8 MB (shared),,,,35 W,,,,,,,,,,,$1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 nm,84 mm²,128 MB (shared),,,,,,,,,
435,AMD Socket FT3,GlobalFoundries,28 nm,,107 mm²,BGA769,,Mobile,End-of-life,2015,EM6015IUJ23JB,1400 MHz,N/A,100 MHz,14.0x,No,10 W,Beema,E1,DDR3,,1333 MT/s,Single-channel,No,"Gen 2, 8 Lanes",2,2,1,Radeon R2 Graphics,64 KB (per core),1 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3 V,16 Stages,
436,AMD Socket FP4,GlobalFoundries,28 nm,"3,100 million",250 mm²,FC-BGA,90°C,Mobile,End-of-life,"Jun 2nd, 2015",FM880PAAY43KA,2.1 GHz,up to 3.4 GHz,100 MHz,21.0x,No,15 W,Carrizo,FX,DDR3,,2133 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,4,1,Radeon R7 8CU,320 KB,1 MB (per module),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,AMD Socket FP4,GlobalFoundries,28 nm,"3,100 million",250 mm²,FC-BGA,90°C,Mobile,End-of-life,"Jun 2nd, 2015",FM880PAAY43KA,2.1 GHz,up to 3.4 GHz,100 MHz,21.0x,No,15 W,Carrizo,FX,DDR3,,2133 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,4,1,Radeon R7 8CU,320 KB,1 MB (per module),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,TSMC,28 nm,,,VF2BGA361,,Mobile,End-of-life,"Mar 2nd, 2015",SLKYS,1200 MHz,N/A,unknown,12.0x,No,2 W,Silvermont,Atom,"DDR2, DDR3",,1333 MT/s,Single-channel,No,,4,4,1,Mali-450 MP4,56 KB (per core),2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA114F,,Mobile,End-of-life,"Mar 1st, 2015",SR215,1500 MHz,N/A,100 MHz,15.0x,No,15 W,Broadwell-U,Celeron,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,2,1,Intel HD,64 KB (per core),256 KB (per core),2 MB (shared),,,,10W,,,,,,,,,,,$107,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR211,1700 MHz,N/A,100 MHz,17.0x,No,15 W,Broadwell-U,Celeron,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,2,1,Intel HD,64 KB (per core),256 KB (per core),2 MB (shared),,,,10W,,,,,,,,,,,$107,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR27G,2000 MHz,N/A,100 MHz,20.0x,No,15 W,Broadwell-U,Core i3,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared),,,,10W,,,,,,,,,,,$275,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR23Z,2.1 GHz,N/A,100 MHz,21.0x,No,15 W,Broadwell-U,Core i3,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared),,,,10W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR245,2.1 GHz,N/A,100 MHz,21.0x,No,15 W,Broadwell-U,Core i3,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared),,,,10W,,,,,,,,,,,$275,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR240,2.2 GHz,N/A,100 MHz,22.0x,No,15 W,Broadwell-U,Core i3,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared),,,,10W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR26M,2.5 GHz,N/A,100 MHz,25.0x,No,28 W,Broadwell-U,Core i3,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel Iris 6100,64 KB (per core),256 KB (per core),3 MB (shared),,,,23W,,,,,,,,,,,$315,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR23Y,2.2 GHz,up to 2.7 GHz,100 MHz,22.0x,No,15 W,Broadwell-U,Core i5,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared),,,,7.5W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR26C,1600 MHz,up to 2.7 GHz,100 MHz,16.0x,No,15 W,Broadwell-U,Core i5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 6000,64 KB (per core),256 KB (per core),3 MB (shared),,,,9.5W,,,,,,,,,,,$315,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR26K,2.7 GHz,up to 3.1 GHz,100 MHz,27.0x,No,28 W,Broadwell-U,Core i5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel Iris 6100,64 KB (per core),256 KB (per core),3 MB (shared),,,,23W,,,,,,,,,,,$315,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR26H,2.9 GHz,up to 3.3 GHz,100 MHz,29.0x,No,28 W,Broadwell-U,Core i5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel Iris 6100,64 KB (per core),256 KB (per core),3 MB (shared),,,,23W,,,,,,,,,,,$315,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR23X,2.3 GHz,up to 2.9 GHz,100 MHz,23.0x,No,15 W,Broadwell-U,Core i5,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared),,,,7.5W,,,,,,,,,,,$315,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Intel BGA 1364,Intel,14 nm,,182 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR2BK,3.1 GHz,up to 3.5 GHz,100 MHz,31.0x,No,47 W,Broadwell-H,Core i5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",2,4,1,Iris Pro Graphics 6200,64 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,$289,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,
452,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR268,1800 MHz,up to 2.9 GHz,100 MHz,18.0x,No,15 W,Broadwell-U,Core i5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 6000,64 KB (per core),256 KB (per core),3 MB (shared),,,,9.5W,,,,,,,,,,,$315,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR23W,2.4 GHz,up to 3 GHz,100 MHz,24.0x,No,15 W,Broadwell-U,Core i7,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),4 MB (shared),,,,7.5W,,,,,,,,,,,$393,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR26A,2000 MHz,up to 3 GHz,100 MHz,20.0x,No,15 W,Broadwell-U,Core i7,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 6000,64 KB (per core),256 KB (per core),4 MB (shared),,,,9.5W,,,,,,,,,,,$426,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR26E,3.1 GHz,up to 3.4 GHz,100 MHz,31.0x,No,28 W,Broadwell-U,Core i7,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel Iris 6100,64 KB (per core),256 KB (per core),4 MB (shared),,,,23W,,,,,,,,,,,$426,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR23V,2.6 GHz,up to 3.2 GHz,100 MHz,26.0x,No,15 W,Broadwell-U,Core i7,DDR3,,1600 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),4 MB (shared),,,,7.5W,,,,,,,,,,,$393,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Intel BGA 1168,Intel,14 nm,"1,900 million",133 mm²,FC-BGA14F,,Mobile,End-of-life,"Mar 1st, 2015",SR267,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,No,15 W,Broadwell-U,Core i7,DDR3,,1866 MT/s,Dual-channel,No,"Gen 2, 12 Lanes",2,4,1,Intel HD 6000,64 KB (per core),256 KB (per core),4 MB (shared),,,,9.5W,,,,,,,,,,,$426,,,,,,,,,,,,,,,,,,105°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Intel BGA 1515,Intel,14 nm,,,FC-BGA1515,100°C,Mobile,End-of-life,"Sep 1st, 2015",SR2EN,900 MHz,up to 2.2 GHz,100 MHz,9.0x,No,5 W,Skylake-Y,Core m3,DDR3,,1866 MT/s,Dual-channel,No,"Gen 3, 10 Lanes",2,4,1,Intel HD 515,64 KB (per core),256 KB (per core),4 MB (shared),,,,3.8-7 W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2.0 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Intel BGA 1515,Intel,14 nm,,,FC-BGA1515,100°C,Mobile,End-of-life,"Sep 1st, 2015",SR2EM,1100 MHz,up to 2.7 GHz,100 MHz,11.0x,No,5 W,Skylake-Y,Core m5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 3, 10 Lanes",2,4,1,Intel HD 515,64 KB (per core),256 KB (per core),4 MB (shared),,,,3.5-7 W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2.4 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Intel BGA 1515,Intel,14 nm,,,FC-BGA1515,100°C,Mobile,End-of-life,"Sep 1st, 2015",SR2EG,1100 MHz,up to 2.8 GHz,100 MHz,11.0x,No,5 W,Skylake-Y,Core m5,DDR3,,1866 MT/s,Dual-channel,No,"Gen 3, 10 Lanes",2,4,1,Intel HD 515,64 KB (per core),256 KB (per core),4 MB (shared),,,,3.5-7 W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2.4 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Intel BGA 1515,Intel,14 nm,,,FC-BGA1515,100°C,Mobile,End-of-life,"Sep 1st, 2015",SR2EH,1200 MHz,up to 3.1 GHz,100 MHz,12.0x,No,5 W,Skylake-Y,Core m7,DDR3,,1866 MT/s,Dual-channel,No,"Gen 3, 10 Lanes",2,4,1,Intel HD 515,64 KB (per core),256 KB (per core),4 MB (shared),,,,3.5-7 W,,,,,,,,,,,$393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2.9 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,
